id,name,project_id,stage_id,priority,description,tag_ids,milestone_id,parent_id,is_closed,date_deadline,date_assign,date_end,allocated_hours,planned_date_begin,create_date,write_date
89,dev -  developpement du modèle exercices,"1,MyMemoMaster","2,en cours",0,False,10,False,False,False,2025-11-10 16:30:00,2025-09-21 09:33:23,False,70.5,2025-10-29 08:30:00,2025-07-14 15:57:33,2025-09-21 09:33:55
69,Marketing - creer les comptes sur les réseaux sociaux,"1,MyMemoMaster","1,backlog",0,"<h3 data-oe-version=""1.2"" data-last-history-steps=""49025366727196"">Contexte</h3><p>Pour diffuser efficacement la communication autour de <strong>MyMemoMaster</strong>, il est nécessaire d’ouvrir et paramétrer des <strong>comptes officiels</strong> sur les réseaux sociaux adaptés aux cibles (étudiants, professeurs).</p><p>
Ces comptes serviront à publier du contenu, interagir avec la communauté et faire connaître le projet.</p><h3>Branche (organisation)</h3><p>➡️ mkt_setup_socials</p><h2>✅ Objectifs</h2><ul class=""o_checklist"">
<li><p>Créer les comptes officiels sur les réseaux prioritaires :</p><ul>
<li><p>Instagram (visuels &amp; stories)</p></li>
<li><p>TikTok (vidéos courtes tutoriels/teasing)</p></li>
<li><p>LinkedIn (public enseignants/professionnels/partenariats)</p></li>
<li><p>YouTube (tutoriels longs + présentation projet)</p></li>
<li><p><em>(Optionnel)</em> Discord pour la communauté étudiante</p></li>
</ul></li>
<li><p>Harmoniser les <strong>noms d’utilisateur</strong> (idéalement @MyMemoMaster).</p></li>
<li><p>Installer la <strong>charte graphique</strong> (logo, bannières, couleurs cohérentes).</p></li>
<li><p>Rédiger une <strong>bio courte</strong> + lien vers la page d’accueil / vitrine.</p></li>
</ul><h2>✅ Livrables</h2><ul class=""o_checklist"">
<li><p> Comptes créés et validés (avec mot de passe sécurisé partagé dans un gestionnaire d’équipe).</p></li>
<li><p> Logos, bannières, descriptions ajoutés.</p></li>
<li><p> Bios cohérentes avec la stratégie de communication.</p></li>
<li><p> Lien principal redirigeant vers le site ou la page d’inscription.</p></li>
<li><p> Documentation interne (tableau avec tous les comptes + liens + accès).</p></li>
</ul><h2>✅ Critères de validation</h2><ul class=""o_checklist"">
<li><p> Les comptes existent et sont accessibles publiquement.</p></li>
<li><p> Tous les comptes respectent la charte visuelle et éditoriale.</p></li>
<li><p> Les identifiants sont sécurisés et partagés à l’équipe marketing.</p></li>
<li><p> Le tableau récapitulatif (accès + liens) est disponible.</p></li>
</ul><h2>✅ Tests / Mesure</h2><ul class=""o_checklist"">
<li><p> Vérifier que chaque réseau accepte bien le nom choisi.</p></li>
<li><p> Vérifier qu’il n’existe pas de doublon/parodie déjà actif.</p></li>
<li><p> Tester les redirections (bio → site).</p></li>
</ul>",11,False,False,False,2025-11-19 16:30:00,2025-09-13 21:17:22,False,7.0,2025-11-19 08:30:00,2025-07-14 13:52:52,2025-09-21 08:16:17
105,dev -  developper le connecteur des exercices,"1,MyMemoMaster","2,en cours",0,"<h3 data-oe-version=""1.2"" data-last-history-steps=""2249583007677383"">Contexte</h3><p>Factoriser l’accès à l’API <strong>Questions/Réponses/Tests</strong>, gérer les <strong>rôles</strong> (student/teacher) dans l’UI, et fiabiliser les erreurs.</p><h3>Branche Git</h3><p>➡️ dev_front_exercises_api_glue</p><h2>✅ Tâches</h2><ul class=""o_checklist"">
<li><p> Créer un <strong>service API</strong> central (exercises.api.ts) :</p><ul>
<li><p>createTest, getTests, updateTest, assignGroup,</p></li>
<li><p>addQuestion, updateQuestion, deleteQuestion, getQuestionsByTest,</p></li>
<li><p>addResponse, updateResponse, deleteResponse, getResponsesByQuestion,</p></li>
<li><p>submitTest, getTestResult <em>(si existant)</em>.</p></li>
</ul></li>
<li><p> <strong>Interceptor axios</strong> : JWT + gestion erreurs (toasts).</p></li>
<li><p> <strong>Guard UI</strong> : masquer les actions prof aux étudiants (assignation groupe).</p></li>
<li><p> <strong>Types TS</strong> en synchro avec l’OpenAPI (génération si possible).</p></li>
</ul><h2>✅ Critères de Done</h2><ul class=""o_checklist"">
<li><p> Tous les écrans Exercices passent par le <strong>service unique</strong>.</p></li>
<li><p> Rôles correctement gérés dans l’UI.</p></li>
<li><p> Erreurs API gérées de manière uniforme.</p></li>
</ul><h2>🧯 Petit correctif immédiat — “Create test” non-fonctionnel</h2><p>Branche rapide : ➡️ fix_front_create_test</p><p>Checklist :</p><ul class=""o_checklist"">
<li><p> <strong>Relier</strong> le bouton “Create test” au <strong>router</strong> vers l’éditeur (builder).</p></li>
<li><p> <strong>Binder</strong> les champs du formulaire aux <strong>payloads</strong> attendus par /questions/add &amp; /responses/add.</p></li>
<li><p> <strong>Valider</strong> côté front : énoncé requis, au moins <strong>1 bonne réponse</strong> si QCM.</p></li>
<li><p> <strong>Prévisualisation</strong> à droite (déjà en place → s’assurer qu’elle reflète le state).</p></li>
<li><p> <strong>Toasts</strong> succès/erreur sur les appels API.</p></li>
</ul><p>Critères de Done :</p><ul class=""o_checklist"">
<li><p> On peut créer un test simple (1–3 questions) et le revoir dans la <strong>liste</strong>.</p></li>
<li><p> Le rechargement par GET /questions/tests/{testId} restitue le contenu.</p></li></ul>","10,9",False,False,False,2026-02-14 16:30:00,False,False,200.0,2026-01-10 08:30:00,2025-08-28 13:43:14,2025-09-21 09:05:55
100,dev -  developper le front de l'onboarding,"1,MyMemoMaster","1,backlog",0,"<h3 data-oe-version=""1.2"" data-last-history-steps=""2897998572948644"">Contexte</h3><p>L’onboarding guide un nouvel utilisateur dans la découverte des fonctionnalités essentielles de <strong>MyMemoMaster</strong>.</p><p>
Il démarre <strong>uniquement après l’inscription et la première connexion réussie</strong>.</p><p>
Il combine :</p><ul class=""o_checklist"">
<li><p>un <strong>tour interactif</strong> (Intro.js ou équivalent) qui met en évidence les modules clés dans l’interface,</p></li>
<li><p>une <strong>checklist de démarrage</strong> sur la page d’accueil pour mesurer sa progression.</p></li>
</ul><p><a href=""https://introjs.com/"">https://introjs.com/</a></p><h3>Branche Git</h3><p>➡️ dev_front_onboarding</p><h2>✅ User Stories (Front)</h2><ul class=""o_checklist"">
<li><p> En tant que nouvel utilisateur <strong>fraîchement inscrit</strong>, je vois un <strong>tour guidé</strong> qui m’explique les grandes fonctionnalités.</p></li>
<li><p> Je peux <strong>sauter</strong> le tour, ou le <strong>rejouer</strong> depuis la page d’accueil / le menu d’aide.</p></li>
<li><p> Je vois une <strong>checklist de démarrage</strong> sur la page d’accueil (progression %).</p></li>
<li><p> Chaque étape de la checklist se coche automatiquement quand j’accomplis l’action correspondante.</p></li>
<li><p> Si je ne suis <strong>pas connecté</strong>, l’onboarding ne démarre jamais.</p></li>
</ul><h2>✅ Parcours d’onboarding (ordre des étapes)</h2><ul class=""o_checklist"">
<li><p><strong>Accueil &amp; navigation</strong> → “Voici le menu principal.”</p></li>
<li><p><strong>Organisation</strong></p><ul>
<li><p>Todolist → “Crée ta première tâche.”</p></li>
<li><p>Calendrier → “Ajoute ton premier événement.”</p></li>
</ul></li>
<li><p><strong>Cartes mentales</strong> → “Crée ta première carte mentale.”</p></li>
<li><p><strong>Boîte de Leitner</strong> → “Lance une première session de révision.”</p></li>
<li><p><strong>Exercices</strong> → “Fais ton premier exercice.”</p></li>
<li><p><strong>Tutoriels &amp; aide</strong> → “Tu peux rejouer le tour ou consulter les tutoriels vidéo ici.”</p></li>
</ul><h2>✅ Intégration technique</h2><ul class=""o_checklist"">
<li><p> L’onboarding ne se déclenche que si l’utilisateur est <strong>authentifié</strong> (via JWT).</p></li>
<li><p> Intégrer Intro.js (ou équivalent) et créer une configuration d’étapes alignée avec le parcours ci-dessus.</p></li>
<li><p> Ajouter un bouton “Rejouer le tour” dans le menu Aide + page d’accueil.</p></li>
<li><p> Transformer la page d’accueil en <strong>checklist de démarrage</strong> :</p><ul>
<li><p> Créer une tâche</p></li>
<li><p> Ajouter un événement</p></li>
<li><p> Créer une carte mentale</p></li>
<li><p> Lancer une session Leitner</p></li>
<li><p> Faire un exercice</p></li>
</ul></li>
</ul><h2>✅ Règles UX</h2><ul class=""o_checklist"">
<li><p> L’onboarding <strong>ne se lance jamais avant inscription/login</strong>.</p></li>
<li><p> Tour interactif déclenché uniquement au <strong>premier login</strong> (flag tour_seen côté back).</p></li>
<li><p> Toujours offrir la possibilité de passer / rejouer.</p></li>
<li><p> Checklist simple et motivante (progress bar).</p></li>
</ul><h2>✅ Sécurité / API</h2><ul class=""o_checklist"">
<li><p> Stocker l’état d’onboarding (tour_seen, checklist) côté back (/api/me/onboarding).</p></li>
<li><p> Auth JWT obligatoire.</p></li>
<li><p> Pas de données sensibles, uniquement progression.</p></li>
</ul><h2>✅ Tests</h2><p><strong>Unitaires</strong></p><ul class=""o_checklist"">
<li><p> Vérifier que l’onboarding ne se déclenche pas si user est null.</p></li>
<li><p> Composants Intro.js wrapper et Checklist accueil.</p></li>
</ul><p><strong>Intégration</strong></p><ul class=""o_checklist"">
<li><p> Premier login → tour affiché.</p></li>
<li><p> Bouton “Rejouer le tour” fonctionne.</p></li>
<li><p> Checklist synchronisée avec /me/onboarding.</p></li>
</ul><p><strong>E2E</strong></p><ul class=""o_checklist"">
<li><p> Parcours inscription → login → onboarding déclenché.</p></li>
<li><p> Déconnexion → pas d’onboarding visible.</p></li>
<li><p> Reconnexion → tour non relancé si déjà marqué comme vu.</p></li>
</ul><h2>✅ Critères de Validation (Done)</h2><ul class=""o_checklist"">
<li><p> Onboarding déclenché uniquement <strong>après inscription/login</strong>.</p></li>
<li><p> Tour interactif fonctionnel.</p></li>
<li><p> Checklist d’accueil intégrée et reliée à l’API.</p></li>
<li><p> Progression sauvegardée côté back.</p></li>
<li><p> Tests verts.</p></li></ul>",9,False,False,False,2026-05-06 16:30:00,False,False,7.0,2026-05-06 08:30:00,2025-08-27 16:12:56,2025-09-21 08:16:17
92,Correction IA — Epic,"1,MyMemoMaster","1,backlog",0,"<h2 data-oe-version=""1.2"" data-last-history-steps=""1058670868283752"">Contexte &amp; objectif</h2><p>Permettre de corriger automatiquement des réponses d’étudiants via une API d’IA (OpenAI) sans GPU côté serveur, avec trois modes :</p><ol>
<li><p><strong>Stricte</strong> (exact match / règles),</p></li>
<li><p><strong>Assistée LLM</strong> (notation + justification selon barème),</p></li>
<li><p><strong>Full-IA</strong> (évaluation libre guidée par consignes).</p></li></ol><p> en place d’une correction automatique d’exercices basée sur API (OpenAI), avec un flux complet calibré pédagogiquement et industrialisé côté app.</p><ul class=""o_checklist""><li>Sous-tâche 1 — IA-01 : Conception &amp; calibration de la correction IA</li><li>Sous-tâche 2 — DEV-01 : API/DB/UI pour la correction IA</li></ul>","10,9,14",False,False,False,2025-11-19 15:30:00,False,False,0.0,2025-11-19 07:30:00,2025-07-14 16:27:56,2025-09-21 08:16:19
96,dev -  developper le front de la leitner box,"1,MyMemoMaster","2,en cours",0,False,9,False,False,False,2026-01-14 16:30:00,False,False,14.0,2025-12-10 08:30:00,2025-07-19 09:31:10,2025-09-21 08:16:18
70,Marketing - présenter le projet sur les réseaux sociaux,"1,MyMemoMaster","1,backlog",0,False,11,False,False,False,2025-12-10 16:30:00,False,False,7.0,2025-12-10 08:30:00,2025-07-14 13:56:18,2025-09-21 08:16:19
103,dev - finaliser le developpement du front des tutoriels,"1,MyMemoMaster","2,en cours",0,False,9,False,False,False,2026-05-06 16:30:00,False,False,7.0,2026-05-06 08:30:00,2025-08-28 09:58:43,2025-09-21 08:16:19
74,dev -  developper le back des todo,"1,MyMemoMaster","1,backlog",0,"<h1 data-oe-version=""1.2"" data-last-history-steps=""69110265406546"">Contexte</h1><p>Afin d’aider les étudiant(e)s à mieux s’organiser, <strong>MyMemoMaster</strong> intégrera un <strong>calendrier</strong> et une <strong>to-do list</strong>.</p><p>
Cette tâche couvre <strong>le backend de la gestion des tâches (to-do)</strong> : création, lecture, modification, suppression, changement d’état, et <strong>exposition d’un listing filtrable par période</strong> (Jour/Semaine/Mois) + recherche/tri.</p><blockquote data-o-mail-quote-node=""1"" data-o-mail-quote=""1"">
<p>Remarque : l’association au calendrier sera traitée dans une tâche dédiée (création d’un event à partir d’une to-do).</p>
</blockquote><h1>Branche Git</h1><p>➡️ dev_back_todo</p><h1>User Stories</h1><ul class=""o_checklist"">
<li><p>En tant qu’étudiant, je peux <strong>créer</strong> une tâche (titre, description, date limite).</p></li>
<li><p>Je peux <strong>modifier</strong> une tâche (titre, description, deadline, état).</p></li>
<li><p>Je peux <strong>supprimer</strong> une tâche.</p></li>
<li><p>Je peux <strong>marquer</strong> une tâche comme <strong>terminée</strong>.</p></li>
<li><p>Je peux <strong>lister</strong> mes tâches <strong>par période</strong> (jour/semaine/mois) et <strong>rechercher</strong> rapidement.</p></li>
</ul><h1>Modèle de données</h1><p>Table todos :</p><ul class=""o_checklist""><li>id (uuid, pk)</li><li>user_id (uuid, fk -&gt; users.id, index)</li><li>title (varchar(200), not null)</li><li>description (text, null)</li><li>status (enum: pending | in_progress | done, default pending, index)</li><li>deadline_utc (timestamptz, null, index)</li><li>created_at (timestamptz, default now())</li><li>updated_at (timestamptz, default now())</li></ul><h1>Endpoints (REST, JWT requis) — /api/todos</h1><ul class=""o_checklist""><li>POST / → créer<br>Body : { title, description?, deadline } (ISO UTC)<br>↳ 201 + objet créé | 400 | 401</li><li><p>GET / → lister (filtres + pagination)</p><p>
Query :</p><ul>
<li><p>period=day|week|month</p></li>
<li><p>ref=&lt;ISO&gt; (défaut = now)</p></li>
<li><p>status=pending,in_progress,done (défaut pending,in_progress)</p></li>
<li><p>q=&lt;texte&gt; (titre/description)</p></li>
<li><p>sort=deadline_asc|deadline_desc|status_asc|created_desc (défaut deadline_asc)</p></li>
<li><p>page=1..n (défaut 1) page_size=1..100 (défaut 20)</p><p>
↳ 200 { items, page, page_size, total } | 401</p></li>
</ul></li>
<li><p>PUT /:id → mettre à jour partiellement</p><p>
Body : { title?, description?, deadline?, status? }</p><p>
↳ 200 | 400 | 401 | 403 (pas propriétaire) | 404</p></li>
<li><p>DELETE /:id → supprimer</p><p>
↳ 204 | 401 | 403 | 404</p></li>
</ul><h1>Règles métier</h1><ul class=""o_checklist"">
<li><p><strong>Périodes</strong> (calculs en UTC) :</p><ul class=""o_checklist"">
<li><p>day : [startOfDay(ref), +1 day)</p></li>
<li><p>week (ISO) : lundi 00:00 → lundi suivant 00:00</p></li>
<li><p>month : 1er 00:00 → 1er du mois suivant 00:00</p></li>
</ul></li>
<li><p>Si aucun filtre temporel : <strong>semaine courante</strong> par défaut.</p></li>
<li><p>Par défaut, le listing inclut pending + in_progress (pas done).</p></li>
<li><p>Les tâches <strong>sans deadline</strong> sont <strong>exclues</strong> des vues Jour/Semaine/Mois (à afficher via un filtre futur include_undated, hors scope ici).</p></li>
<li><p><strong>Scope utilisateur</strong> systématique : toutes les requêtes sont filtrées par user_id issu du JWT.</p></li></ul><h1>Sécurité</h1><ul>
<li><p>Auth obligatoire (Bearer JWT).</p></li>
<li><p><strong>Anti-IDOR</strong> : :id toujours vérifié avec user_id du token.</p></li>
<li><p>Rate limiting doux (ex. 60 req/min par token) sur GET /.</p></li>
</ul><h1>Codes d’erreur (corps standardisé)</h1><ul>
<li><p>400 { code:""VALIDATION_ERROR"", details:[{field,message}] }</p></li>
<li><p>401 { code:""UNAUTHORIZED"" }</p></li>
<li><p>403 { code:""FORBIDDEN"" }</p></li>
<li><p>404 { code:""NOT_FOUND"" }</p></li></ul><h1>Critères d’acceptation</h1><ul>
<li><p>Table todos créée avec indexes.</p></li>
<li><p>Endpoints POST/GET/PUT/DELETE opérationnels, <strong>scopés utilisateur</strong>.</p></li>
<li><p>GET / : filtres <strong>period/ref</strong> ou <strong>from/to</strong>, filtres d’état, q, sort, pagination.</p></li>
<li><p>Statuts gérés : pending, in_progress, done.</p></li>
<li><p>Réponses conformes et codes d’erreur normalisés.</p></li>
</ul><h1>Tests</h1><ul>
<li><p><strong>Unit</strong> : helpers période (day/week/month), parsing de query, validation payload.</p></li>
<li><p><strong>Intégration</strong> :</p><ul>
<li><p>CRUD complet avec contrôle de propriété (403/404 sur accès tiers).</p></li>
<li><p>GET / avec period vs from/to, multi-status, q, sort, pagination.</p></li>
<li><p>Exclusion des tâches sans deadline dans les vues périodisées.</p></li>
</ul></li>
<li><p><strong>Sécu</strong> : un utilisateur ne peut jamais voir/modifier/supprimer la tâche d’un autre.</p></li></ul>",10,False,False,False,2026-02-25 16:30:00,2025-07-20 14:23:57,False,14.0,2026-01-14 08:30:00,2025-07-14 15:13:48,2025-09-21 08:16:20
114,dev -  refacor des formulaires,"1,MyMemoMaster","2,en cours",0,False,12,False,False,False,2026-05-06 16:30:00,2025-09-13 14:56:28,False,7.0,2026-05-06 08:30:00,2025-09-13 14:24:55,2025-09-21 08:16:20
